interval_start,call_volume,aht_seconds,agents_present
2025-05-10 19:45:00,16,234.0892120828662,1
2025-05-10 20:00:00,17,249.74345021509293,2
2025-05-10 20:15:00,18,283.1516963942205,1
2025-05-10 20:30:00,19,225.20660357906772,2
2025-05-10 20:45:00,20,246.91739962603393,1
2025-05-10 21:00:00,21,279.60537690793365,3
2025-05-10 21:15:00,22,272.58920092715294,2
2025-05-10 21:30:00,23,285.73128074293555,1
2025-05-10 21:45:00,24,287.1745748559694,4
2025-05-10 22:00:00,25,238.2821685020256,3
2025-05-10 22:15:00,26,285.3611447802623,1
2025-05-10 22:30:00,28,280.07583384324033,4
2025-05-10 22:45:00,29,279.3024783050165,3
2025-05-10 23:00:00,30,297.7700217491209,2
2025-05-10 23:15:00,32,319.5480291559636,3
2025-05-10 23:30:00,33,315.8485751017143,4
2025-05-10 23:45:00,34,314.63663983696836,3
2025-05-11 00:00:00,25,271.5770428971774,1
2025-05-11 00:15:00,25,336.86007034403605,3
2025-05-11 00:30:00,26,326.94867749972417,1
2025-05-11 00:45:00,27,297.0123989554864,4
2025-05-11 01:00:00,28,351.81225040307004,2
2025-05-11 01:15:00,29,319.72184189099414,2
2025-05-11 01:30:00,30,325.06837931897155,3
2025-05-11 01:45:00,31,321.24280167689335,1
2025-05-11 02:00:00,32,304.484107269758,2
2025-05-11 02:15:00,33,306.06132432339433,3
2025-05-11 02:30:00,34,328.7415294879036,2
2025-05-11 02:45:00,34,360.6416184783131,1
2025-05-11 03:00:00,35,353.0365420677798,4
2025-05-11 03:15:00,36,337.2661005291845,4
2025-05-11 03:30:00,36,350.6409530070055,1
2025-05-11 03:45:00,37,335.55050409220075,4
2025-05-11 04:00:00,38,384.12645431789224,4
2025-05-11 04:15:00,38,341.5145891014126,4
2025-05-11 04:30:00,38,396.46164811923825,1
2025-05-11 04:45:00,39,358.30736713644717,3
2025-05-11 05:00:00,39,371.9316218630773,1
2025-05-11 05:15:00,39,339.6236078012954,1
2025-05-11 05:30:00,39,360.8957561370434,5
2025-05-11 05:45:00,39,352.39990688077063,2
2025-05-11 06:00:00,39,357.8903400383543,4
2025-05-11 06:15:00,39,347.38928724136866,1
2025-05-11 06:30:00,39,383.3620828695848,4
2025-05-11 06:45:00,39,372.04777837807706,5
2025-05-11 07:00:00,39,382.54262385251906,4
2025-05-11 07:15:00,39,392.89466070269566,1
2025-05-11 07:30:00,38,347.00229918579737,4
2025-05-11 07:45:00,38,319.2467042336765,3
2025-05-11 08:00:00,37,380.86413718194103,4
2025-05-11 08:15:00,36,368.33793816013485,2
2025-05-11 08:30:00,36,332.80008274562863,4
2025-05-11 08:45:00,36,323.6938049681795,2
2025-05-11 09:00:00,35,334.7567150420969,2
2025-05-11 09:15:00,34,323.45583403204375,2
2025-05-11 09:30:00,33,343.4672101381023,2
2025-05-11 09:45:00,32,330.8728527421461,3
2025-05-11 10:00:00,32,308.189454715672,4
2025-05-11 10:15:00,31,313.6631889713954,2
2025-05-11 10:30:00,30,314.55896859028127,1
2025-05-11 10:45:00,29,299.4329134368027,3
2025-05-11 11:00:00,28,295.7541035786657,2
2025-05-11 11:15:00,27,302.5269660512594,4
2025-05-11 11:30:00,26,326.09215463507354,2
2025-05-11 11:45:00,25,336.62469695484884,2
2025-05-11 12:00:00,24,312.21372818690446,2
2025-05-11 12:15:00,23,282.2241374767329,1
2025-05-11 12:30:00,22,278.3885140317898,1
2025-05-11 12:45:00,21,270.4703991118734,1
2025-05-11 13:00:00,20,276.1713995907296,1
2025-05-11 13:15:00,19,255.36144369540781,1
2025-05-11 13:30:00,18,262.8563148349479,1
2025-05-11 13:45:00,17,270.7823731795664,1
2025-05-11 14:00:00,17,271.6533816081946,2
2025-05-11 14:15:00,16,245.8972234794053,1
2025-05-11 14:30:00,15,280.62960834902765,2
2025-05-11 14:45:00,14,261.41537689383625,2
2025-05-11 15:00:00,13,258.61984408857353,1
2025-05-11 15:15:00,12,268.59440336768694,2
2025-05-11 15:30:00,12,261.9559313386873,1
2025-05-11 15:45:00,12,251.31223309280037,3
2025-05-11 16:00:00,11,256.5058153783567,1
2025-05-11 16:15:00,11,247.94329650485022,1
2025-05-11 16:30:00,10,221.962715466223,1
2025-05-11 16:45:00,10,240.8777275868028,1
2025-05-11 17:00:00,10,266.4731996823957,2
2025-05-11 17:15:00,10,249.428710647553,1
2025-05-11 17:30:00,10,281.99906891331153,1
2025-05-11 17:45:00,10,229.66821264748737,1
2025-05-11 18:00:00,10,252.10455080266294,1
2025-05-11 18:15:00,10,232.88973133535583,1
2025-05-11 18:30:00,10,246.42337537609922,1
2025-05-11 18:45:00,10,241.11418106236133,1
2025-05-11 19:00:00,10,253.32706615682451,1
2025-05-11 19:15:00,11,179.52915775298428,1
2025-05-11 19:30:00,11,219.8666915183346,1
2025-05-11 19:45:00,11,250.41206447018325,1
2025-05-11 20:00:00,12,261.4704797081396,1
2025-05-11 20:15:00,13,252.6345885552787,1
2025-05-11 20:30:00,14,252.9771726163789,1
2025-05-11 20:45:00,14,250.82870602042118,1
2025-05-11 21:00:00,14,291.05671753262897,2
2025-05-11 21:15:00,15,233.75757692202438,1
2025-05-11 21:30:00,16,265.4832638107013,2
2025-05-11 21:45:00,17,293.1717017645311,1
2025-05-11 22:00:00,18,238.69302356281605,1
2025-05-11 22:15:00,19,261.3246747998397,1
2025-05-11 22:30:00,20,260.6065944567051,2
2025-05-11 22:45:00,21,282.55321041569863,2
2025-05-11 23:00:00,22,260.7575929446576,3
2025-05-11 23:15:00,23,289.5102191774828,1
2025-05-11 23:30:00,24,278.55002117944537,1
2025-05-11 23:45:00,24,270.57892893347935,1
